bbg_ticker,change,count,delist_date,effective_date,fund_beta,halt_flag,ipo_date,ipo_return,listing_place,number_of_cons,review_type,sector,stock_beta,stock_code,stock_name,stock_name_chinese,trade_end_date,trade_id,trade_start_date,year
727 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.7211,727,Crownicorp,皇冠環球集團,2016-10-17,472,2016-06-13,2016
808 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.5846,808,Prosperity REIT,泓富產業信託,2016-10-17,473,2016-06-13,2016
885 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Information Technology,1.067,885,Rentian Tech,仁天科技控股,2016-10-17,474,2016-06-13,2016
1019 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,1.4825,1019,Convoy,康宏環球,2016-10-17,475,2016-06-13,2016
1086 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.8545,1086,Goodbaby Intl,好孩子國際,2016-10-17,476,2016-06-13,2016
1196 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.601,1196,Realord Group,偉祿集團,2016-10-17,477,2016-06-13,2016
1207 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,1.1748,1207,SRE Group,上置集團,2016-10-17,478,2016-06-13,2016
1315 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.6748,1315,Vision Fame,允升國際,2016-10-17,479,2016-06-13,2016
1317 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.9447,1317,MapleLeaf Edu,楓葉教育,2016-10-17,480,2016-06-13,2016
1528 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.8814,1528,RS Macalline,紅星美凱龍,2016-10-17,481,2016-06-13,2016
1585 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.7831000000000001,1585,Yadea,雅迪控股,2016-10-17,482,2016-06-13,2016
1958 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.0737,1958,BAIC Motor,北京汽車,2016-10-17,483,2016-06-13,2016
2006 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.3597000000000001,2006,JinJiang Hotels,錦江酒店,2016-10-17,484,2016-06-13,2016
2111 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.47,2111,Best Pacific,超盈國際控股,2016-10-17,485,2016-06-13,2016
2326 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.2866,2326,BEP Int'l Hold,百靈達國際控股,2016-10-17,486,2016-06-13,2016
2588 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.9039,2588,BOC Aviation,中銀航空租賃,2016-10-17,487,2016-06-13,2016
2768 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.4334,2768,Jiayuan Intl,佳源國際控股,2016-10-17,488,2016-06-13,2016
2880 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,1.4959,2880,Dalian Port,大連港,2016-10-17,489,2016-06-13,2016
2888 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,0.9905,2888,StanChart,渣打集團,2016-10-17,490,2016-06-13,2016
3301 HK Equity,Add,25,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.5237,3301,RonshineChina,融信中國,2016-10-17,491,2016-06-13,2016
207 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,1.22,207,Joy City Ppt,大悅城地產,2016-10-17,492,2016-06-13,2016
210 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.8632,210,Daphne Int'l,達芙妮國際,2016-10-17,493,2016-06-13,2016
269 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,1.2679,269,CRTG,中國資源交通,2016-10-17,494,2016-06-13,2016
273 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,1.3378999999999999,273,Mason Fin,民信金控,2016-10-17,495,2016-06-13,2016
283 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,1.1219999999999999,283,Goldin Ppt,高銀地產,2016-10-17,496,2016-06-13,2016
348 HK Equity,Delete,-54,,2016-09-05,1.0018,True,,,HK,476,Regular,Unknown,,348,Haierhealthwise,海爾智能健康,2016-10-17,497,2016-06-13,2016
1730563D HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,0.9739,382,Welling Holding,威靈控股,2016-10-17,498,2016-06-13,2016
391 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.2743,391,Mei Ah Enter,美亞娛樂資訊,2016-10-17,499,2016-06-13,2016
416 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,0.4177,416,Bankofjinzhou,錦州銀行,2016-10-17,500,2016-06-13,2016
433 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Materials,0.6718,433,North Mining,北方礦業,2016-10-17,501,2016-06-13,2016
434 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Information Technology,1.4317,434,Boyaa,博雅互動,2016-10-17,502,2016-06-13,2016
444 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.2099,444,Sincerewatch Hk,SINCEREWATCH HK,2016-10-17,503,2016-06-13,2016
517 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,0.634,517,Cosco Intl Hold,中遠國際控股,2016-10-17,504,2016-06-13,2016
530 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,0.8347,530,Goldin Fin Hold,高銀金融,2016-10-17,505,2016-06-13,2016
535 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,1.3224,535,Gemdale Ppt,金地商置,2016-10-17,506,2016-06-13,2016
631 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,1.1573,631,Sany Int'l,三一國際,2016-10-17,507,2016-06-13,2016
697 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Materials,1.2959,697,Shougang Int'l,SHOUGANG INT'L,2016-10-17,508,2016-06-13,2016
708 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.1827,708,Everg Health,恒大健康,2016-10-17,509,2016-06-13,2016
754 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,1.0925,754,Hopson Dev Hold,合生創展集團,2016-10-17,510,2016-06-13,2016
845 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.7568,845,Glorious Ppt H,恒盛地產,2016-10-17,511,2016-06-13,2016
925 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,1.0722,925,Bj Properties,北京建設,2016-10-17,512,2016-06-13,2016
963 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.0787,963,Bloomage Biotec,華熙生物科技,2016-10-17,513,2016-06-13,2016
993 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,1.3127,993,Huarong Int Fin,華融金控,2016-10-17,514,2016-06-13,2016
1004 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,0.8508,1004,C Smarterenergy,中國智慧能源,2016-10-17,515,2016-06-13,2016
1045 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Telecommunications,0.948,1045,Apt Satellite,亞太衛星,2016-10-17,516,2016-06-13,2016
1076 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.0039,1076,Imperial Pac,博華太平洋,2016-10-17,517,2016-06-13,2016
1111 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,0.8649,1111,Chong Hing Bank,創興銀行,2016-10-17,518,2016-06-13,2016
1148 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.1644,1148,Power Xinchen,新晨動力,2016-10-17,519,2016-06-13,2016
1165 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,1.5231,1165,SFCE,順風清潔能源,2016-10-17,520,2016-06-13,2016
1212 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.5716,1212,Lifestyle Int'l,利福國際,2016-10-17,521,2016-06-13,2016
1224 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.9299,1224,C C Land,中渝置地,2016-10-17,522,2016-06-13,2016
1233 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.8281,1233,Times Ppt,時代地產,2016-10-17,523,2016-06-13,2016
1314 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.8423,1314,Tsui Wah Hldg,翠華控股,2016-10-17,524,2016-06-13,2016
1366 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,1.2757,1366,Jiangnan Gp,江南集團,2016-10-17,525,2016-06-13,2016
1369 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.6316,1369,Wuzhou Int'l,五洲國際,2016-10-17,526,2016-06-13,2016
1396 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.8903,1396,Hydoo Intl,毅德國際,2016-10-17,527,2016-06-13,2016
1431 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.0819,1431,Yst Dairy,原生態牧業,2016-10-17,528,2016-06-13,2016
1578 HK Equity,Delete,-54,,2016-09-05,1.0016,False,2016-06-15,0.0,HK,476,Regular,Financials,0.3687,1578,Bank Of Tianjin,天津銀行,2016-10-17,529,2016-06-15,2016
1622 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.7066,1622,Redco Ppt,力高地產,2016-10-17,530,2016-06-13,2016
1623 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Energy,1.2516,1623,Hilong,海隆控股,2016-10-17,531,2016-06-13,2016
1899 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,0.9771,1899,Xingda Int'l,興達國際,2016-10-17,532,2016-06-13,2016
2008 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,1.0799,2008,Phoenix Tv,鳳凰衛視,2016-10-17,533,2016-06-13,2016
2016 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,0.3444,2016,Czbank,浙商銀行,2016-10-17,534,2016-06-13,2016
2098 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.6544,2098,Zall Group,卓爾集團,2016-10-17,535,2016-06-13,2016
2236 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Energy,1.1036,2236,Wison Engrg,惠生工程,2016-10-17,536,2016-06-13,2016
2393 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.8265,2393,Yestar Intl,巨星國際控股,2016-10-17,537,2016-06-13,2016
2789 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.8514,2789,Yuanda China,遠大中國,2016-10-17,538,2016-06-13,2016
3337 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Energy,1.3371,3337,Anton Oilfield,安東油田服務,2016-10-17,539,2016-06-13,2016
3699 HK Equity,Delete,-54,,2016-09-05,1.0018,True,,,HK,476,Regular,Properties & Construction,,3699,Wanda Comm,萬達商業,2016-10-17,540,2016-06-13,2016
3709 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Unknown,0.4971,3709,Koradior,珂萊蒂爾,2016-10-17,541,2016-06-13,2016
3866 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,0.4328,3866,Bqd,青島銀行,2016-10-17,542,2016-06-13,2016
3996 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Industrials,1.1769,3996,Ch Energy Eng,中國能源建設,2016-10-17,543,2016-06-13,2016
6166 HK Equity,Delete,-54,,2016-09-05,1.0018,False,,,HK,476,Regular,Properties & Construction,0.7235,6166,China Vast,中國宏泰發展,2016-10-17,544,2016-06-13,2016
6196 HK Equity,Delete,-54,2016-10-14,2016-09-05,1.0018,False,,,HK,476,Regular,Financials,0.5287,6196,Bankofzhengzhou,鄭州銀行,2016-10-14,545,2016-06-13,2016
189 HK Equity,Delete,-2,,2016-07-11,1.0005,True,,,HK,505,Interim,Materials,1.1632,189,Dongyue Group,東岳集團,2016-08-22,546,2016-04-18,2016
295 HK Equity,Delete,-2,,2016-07-11,1.0005,True,,,HK,505,Interim,Unknown,0.6978,295,Kong Sun Hold,江山控股,2016-08-22,547,2016-04-18,2016
1578 HK Equity,Add,2,,2016-06-06,1.0005,False,2016-03-30,0.0,HK,507,Interim,Financials,,1578,Bank of Tianjin,天津銀行,2016-07-18,548,2016-03-30,2016
2016 HK Equity,Add,2,,2016-06-06,1.0005,False,2016-03-30,0.0,HK,507,Interim,Financials,,2016,Czbank,浙商銀行,2016-07-18,549,2016-03-30,2016
10 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.8182,10,Hang Lung Group,恒隆集團,2016-04-25,550,2015-12-21,2016
136 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.7621,136,Hengten Net,恒騰網絡,2016-04-25,551,2015-12-21,2016
217 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Materials,1.3431,217,China Chengtong,中國誠通發展集團,2016-04-25,552,2015-12-21,2016
232 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,1.5877,232,AVIC Int'l,中國航空工業國際,2016-04-25,553,2015-12-21,2016
245 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Materials,0.839,245,Cn Minsheng Fin,中國民生金融,2016-04-25,554,2015-12-21,2016
256 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.9759,256,Citychamp,冠城鐘錶珠寶,2016-04-25,555,2015-12-21,2016
273 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,1.3754,273,Mason Fin,民信金控,2016-04-25,556,2015-12-21,2016
378 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,0.7077,378,FDG Kinetic,五龍動力,2016-04-25,557,2015-12-21,2016
391 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,1.4809,391,Mei Ah Enter,美亞娛樂資訊,2016-04-25,558,2015-12-21,2016
404 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.7736,404,Hsin Chong Cons,新昌營造,2016-04-25,559,2015-12-21,2016
416 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,-0.2273,416,Bankofjinzhou,錦州銀行,2016-04-25,560,2015-12-21,2016
444 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,1.1604,444,Sincerewatch HK,Sincerewatch HK,2016-04-25,561,2015-12-21,2016
547 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,1.2233,547,Digital Domain,數字王國,2016-04-25,562,2015-12-21,2016
548 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Industrials,1.0382,548,Shenzhenexpress,深圳高速公路股份,2016-04-25,563,2015-12-21,2016
680 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,1.655,680,Nan Hai Corp,南海控股,2016-04-25,564,2015-12-21,2016
708 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.9384,708,Everg Health,恒大健康,2016-04-25,565,2015-12-21,2016
721 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,0.9332,721,C Fin Int Inv,中國金融國際,2016-04-25,566,2015-12-21,2016
726 HK Equity,Add,51,,2016-03-14,0.9966,True,,,HK,505,Regular,Properties & Construction,,726,CM Drawin Tech,中民築友科技,2016-04-25,567,2015-12-21,2016
799 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Information Technology,1.6242,799,IGG,IGG,2016-04-25,568,2015-12-21,2016
845 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.7939,845,Glorious PPT H,恒盛地產,2016-04-25,569,2015-12-21,2016
951 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Industrials,0.9686,951,Chaowei Power,超威動力,2016-04-25,570,2015-12-21,2016
976 HK Equity,Add,51,,2016-03-14,0.9973,False,2016-01-04,0.0,HK,505,Regular,Materials,0.8588,976,Chiho-Tiande,齊合天地,2016-04-25,571,2016-01-04,2016
1188 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Industrials,1.2894,1188,Hybrid Kinetic,正道集團,2016-04-25,572,2015-12-21,2016
1224 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,1.081,1224,C C Land,中渝置地,2016-04-25,573,2015-12-21,2016
1253 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.8531,1253,Broadgreenstate,博大綠澤,2016-04-25,574,2015-12-21,2016
1282 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Information Technology,1.1896,1282,China Goldjoy,中國金洋,2016-04-25,575,2015-12-21,2016
1297 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Information Technology,1.6343999999999999,1297,Sinosoft Tech,中國擎天軟件,2016-04-25,576,2015-12-21,2016
1375 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,1.405,1375,Cc Securities,中州證券,2016-04-25,577,2015-12-21,2016
1428 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,1.9794,1428,Bright Smart,耀才證券金融,2016-04-25,578,2015-12-21,2016
1432 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.927,1432,China Shengmu,中國聖牧,2016-04-25,579,2015-12-21,2016
1508 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,0.6445,1508,China Re,中國再保險,2016-04-25,580,2015-12-21,2016
1509 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,1.2674,1509,Harmonicare,和美醫療,2016-04-25,581,2015-12-21,2016
1636 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Materials,0.5176,1636,CMRU,中國金屬利用,2016-04-25,582,2015-12-21,2016
1970 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.4464,1970,IMAX China,IMAX China,2016-04-25,583,2015-12-21,2016
2066 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,0.7144,2066,ShengjingBank,盛京銀行,2016-04-25,584,2015-12-21,2016
2199 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.3639,2199,Regina Miracle,維珍妮,2016-04-25,585,2015-12-21,2016
2222 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.4996,2222,NVC Lighting,雷士照明,2016-04-25,586,2015-12-21,2016
2389 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,1.3911,2389,Bj Ent M&H,北控醫療健康,2016-04-25,587,2015-12-21,2016
2666 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,1.779,2666,Uni Medical,環球醫療,2016-04-25,588,2015-12-21,2016
2669 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.4892,2669,China Ovs PPT,中海物業,2016-04-25,589,2015-12-21,2016
2868 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,1.2584,2868,BJ Capital Land,首創置業,2016-04-25,590,2015-12-21,2016
3709 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.4991,3709,Koradior,珂萊蒂爾,2016-04-25,591,2015-12-21,2016
3788 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Materials,0.7664,3788,China Hanking,中國罕王,2016-04-25,592,2015-12-21,2016
3799 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.68,3799,Dali Foods,達利食品,2016-04-25,593,2015-12-21,2016
3813 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.8001,3813,Pou Sheng Int'l,寶勝國際,2016-04-25,594,2015-12-21,2016
3866 HK Equity,Add,51,2016-04-22,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,0.3807,3866,Bqd,青島銀行,2016-04-22,595,2015-12-21,2016
3883 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,1.0735999999999999,3883,China Aoyuan,中國奧園,2016-04-25,596,2015-12-21,2016
3908 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,0.6746,3908,CICC,中金公司,2016-04-25,597,2015-12-21,2016
3996 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Industrials,0.5192,3996,Ch Energy Eng,中國能源建設,2016-04-25,598,2015-12-21,2016
6196 HK Equity,Add,51,,2016-03-14,0.9965,False,2015-12-23,4.428571428571426,HK,505,Regular,Financials,,6196,Bankofzhengzhou,鄭州銀行,2016-04-25,599,2015-12-23,2016
6878 HK Equity,Add,51,,2016-03-14,0.9966,False,,,HK,505,Regular,Financials,1.4757,6878,Differ Group,鼎豐集團控股,2016-04-25,600,2015-12-21,2016
34 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.6611,34,Kowloon Dev,九龍建業,2016-04-25,601,2015-12-21,2016
54 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Conglomerates,0.6097,54,Hopewell Hldgs,合和實業,2016-04-25,602,2015-12-21,2016
194 HK Equity,Delete,-26,,2016-03-14,0.9965,False,2015-12-22,-0.5364806866952843,HK,505,Regular,Properties & Construction,0.6091,194,Liu Chong Hing,廖創興企業,2016-04-25,603,2015-12-22,2016
196 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Energy,1.2572999999999999,196,Honghua Group,宏華集團,2016-04-25,604,2015-12-21,2016
208 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.6972,208,Polytec Asset,保利達資產,2016-04-25,605,2015-12-21,2016
346 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Energy,0.9981,346,Yanchang Petro,延長石油國際,2016-04-25,606,2015-12-21,2016
435 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.5911,435,Sunlight REIT,陽光房地產基金,2016-04-25,607,2015-12-21,2016
716 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Industrials,0.8614,716,Singamas Cont,勝獅貨櫃,2016-04-25,608,2015-12-21,2016
743 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.8367,743,Asia Cement Ch,亞洲水泥(中國),2016-04-25,609,2015-12-21,2016
891 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,1.2302,891,Trinity,利邦,2016-04-25,610,2015-12-21,2016
903 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Information Technology,1.076,903,TPV Technology,冠捷科技,2016-04-25,611,2015-12-21,2016
1009 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.8361,1009,Int'L Ent,國際娛樂,2016-04-25,612,2015-12-21,2016
1023 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.5015,1023,Sitoy Group,時代集團控股,2016-04-25,613,2015-12-21,2016
